"Use the original WWW architecture instead of the terribly designed, and horrible to use, WORKER architecture.",Give users many different ways to filter unwanted tasks and ways to block requesters that they do not want to work for so they do not see their HITs.,1.5714285714285714
In app integration for voice collection HITs.,Create a custom link to be able to access Turkopticon.edu reviews for each HIT easily. Most workers won't do a HIT without it and it can be difficult to access on a mobile device or tablet.,1.2
Add keyword tags to HITs like batch single series qualification etc.,"Have options to change the color scheme of the worker site. This way, visibility would be less of an issue. In addition, many workers find the default color scheme unattractive. This can be an issue when working long hours on the site.",1.4
"Show the average completion time for a specific HIT, not for the requesters HITs in general.","Have options to change the color scheme of the worker site. This way, visibility would be less of an issue. In addition, many workers find the default color scheme unattractive. This can be an issue when working long hours on the site.",1.0
"The ability to save specific requesters, HITs, or search terms in a way that is bookmark-able.",once the Hit is approved and paid money transferred to mobile phone app and can be transferred to phone or bank or to other user.,1.4
Have rejections from scammers easily reversesable ,"The ability to see which HITs you've worked on in the past, like HIT Database.",0.6
Having better integration with third party scripts that make it possible to turk as a job.,"If there are too many words in a hit it may become difficult to read, it must be easy to zoom in and out while working on a hit.",2.0
Having better integration with third party scripts that make it possible to turk as a job.,A feature that allows the user to see their progress. Some type of bars to show the user where they are standing as for as their goals of hits or money.,1.8
Tutorials on how to expand efficiency and expand your earnings,"Customize templates for Requesters, such that their HITs are more accessible on the smaller smartphone platform.",0.4
Tutorials on how to expand efficiency and expand your earnings,Seeing how long it took other users to complete certain HITs would also be a nice addition,2.2
"The ability to see which HITs you've worked on in the past, like HIT Database.",Offer bonuses (somehow) to workers who complete a certain number of HITS on mobile devices or tablets. Create incentives to work on them as opposed to desktop computers.,1.8
"The ability to see which HITs you've worked on in the past, like HIT Database.",Gray out the Transfer Earnings button if a transfer has already been made that day.,1.0
"The ability to see which HITs you've worked on in the past, like HIT Database.",Easy navigation to get from the dashboard to the HITS Que would also be very helpful. I seem to go back and forth between these two screens quite often. ,1.4
"The ability to see which HITs you've worked on in the past, like HIT Database.","Better incentives for requesters to post their research on MTurk, especially for mobile devices. Keeping the market active is crucial for MTurk to continue operation.",1.6
Make public transit mturk work more friendly by being able to continue working when not connected to the internet.,"Make the app so HITs are mostly done in frame. This way it does away with the need to cut and paste survey codes. The HITs in frame would be tied to our Mturk IDs and make submitting the HIT easier, as well as less chance to submitted the wrong code.",1.0
Have a chart of how many requesters are online so that you can be more efficient while turking.,"Allow workers to 'accept' a manually selected sum of hits, so for example. If I see a hit I want to work on that is actually several smaller hits, I could select 'accept 10' of these hits by punching in '10' but only hitting 'accept' once.",1.6
Have the surveys and hits be mobile friendly.,I think a 'help' button that could put you in contact with an Mturk support chat room would be very handy. It is difficult to get a hold of anyone at Mturk and it would be great if they had a better worker and requester support experience.,1.4
Have the surveys and hits be mobile friendly.,seamless tabbing between active surveys and search bar,1.5
Have Amazon payments alerts so that you know when to transfer your money on time.,"Format the page so that crucial information, like full HIT titles and requester names are displayed properly",0.6
Have Amazon payments alerts so that you know when to transfer your money on time.,"Show the average completion time for a specific HIT, not for the requesters HITs in general.",0.6
Easily see how much/often the requester rejects hits. ,I'd like to see my weekly and monthly stats on my phone app. This would make it easier to keep up with my earnings. ,0.6
Easily see how much/often the requester rejects hits. ,Have a hit finder feature on the app so that you can easily be alerted when there is a new task.,1.0
Seeing how long it took other users to complete certain HITs would also be a nice addition,"Have a database (native to the app) to save the HIT title and requester name for completed HITS. Right now, workers use a script called HIT Database but it's unclear when it will be functional with the new worker site. This is one of the must have scripts for workers so it would be critical to have this feature on a dedicated mobile app.",1.0
Seeing how long it took other users to complete certain HITs would also be a nice addition,Make it easier to contact requesters. Through the app be able to instant message them and ask questions about the hits. You can get a quicker answer than the current set-up and not risk the hit expiring. ,1.0
Easy way to set up and save searches,custom shortcuts/scripts for common batches,2.0
Easy way to set up and save searches,notification/warning for hits that require a lot of data download/upload to keep users from overusing any data plan they subscribe to. maybe ability to only accept certain hits if connected to wifi or set a data transfer limit for each worker.,1.2
several scripts that keep you updated with earnings pending earnings and a hit tracker,"Better incentives for requesters to post their research on MTurk, especially for mobile devices. Keeping the market active is crucial for MTurk to continue operation.",0.16666666666666666
several scripts that keep you updated with earnings pending earnings and a hit tracker,"Have options to change the color scheme of the worker site. This way, visibility would be less of an issue. In addition, many workers find the default color scheme unattractive. This can be an issue when working long hours on the site.",0.0
several scripts that keep you updated with earnings pending earnings and a hit tracker,Provide a means by which Requesters can rescind an offered HIT without the need to issue rejections.,0.42857142857142855
Make surveys and games more mobile friendly with easier interaction ,Scale HIT windows to the screen so that the task area is properly sized.,2.142857142857143
notification for when your favorite requester posts. just like a text message notification ,"Visual cues for HITs that have been done before, or Requesters that have been previously worked for",1.2
a way to have your favorite requestors set up and that the app notifies you when you have a HIT that meets the criteria,"App must have options for workers to review requesters, kind of like TO, but integrated into the app and more streamline.",2.0
a way to have your favorite requestors set up and that the app notifies you when you have a HIT that meets the criteria,"A very clear warning about HITs only available on desktop. A lot of times, the HIT only tells you after you have accepted it.",0.8
It would be awesome to see their rating on TO - with colors.,"Have certain categories of HITs only available on the APP. HITs that require voice recording for example, which are done very easy with a cell phone.",0.3333333333333333
a section that lets me see just what hits I do not qualify for in order to request quals. ,I think it is important for all of the same features and functions available in the web version of Mturk also be available in the mobile app.,1.8
ability to have weekly and daily goals and stats,easily accessible place to input technical issues. ,0.7142857142857143
To have a way to check if we already clicked on a HIT,"Have the ability to see pending, daily, weekly and hourly earnings.",0.8571428571428571
ability to set work hours so notifications etc won't interrupt worker when they don't want to see them.,notification/warning for hits that require a lot of data download/upload to keep users from overusing any data plan they subscribe to. maybe ability to only accept certain hits if connected to wifi or set a data transfer limit for each worker.,1.4
have the ability to transition between hits on the desktop and mobile app seamlessly,"Extended timers to allow on the go workers to accept HITs, and finish them later on a more convenient (desktop or laptop) device.",2.0
have the ability to transition between hits on the desktop and mobile app seamlessly,Design a layout that all penny HITs that require selecting items must use. A simple multi button system that would require a few touches on the screen to select the answer and submit.,1.5714285714285714
To have your ID ready to be copied and pasted onto a survey would be nice.,Have the HIT timer fixed in a corner of the screen so it's visible at all times.,1.4
keep the design and layout simple and clean,"Allow workers to resubmit certain HITS that have been rejected due to minor oversight, technical issues, or confusion about the HIT.",0.2
have some way for users to provide feedback,Make it easier to contact requesters. Through the app be able to instant message them and ask questions about the hits. You can get a quicker answer than the current set-up and not risk the hit expiring. ,3.0
have some way for users to provide feedback,"The ability to see which HITs you've worked on in the past, like HIT Database.",1.0
show time remaining on each hit in background,"Ability to set weekly, daily goals regarding HITS and earnings",0.0
show time remaining on each hit in background,have the ability to transition between hits on the desktop and mobile app seamlessly,0.2
show time remaining on each hit in background,"Automatically inform worker when a mobile HIT isn't compatible with their particular device (ios, android, etc.).",0.6
show projected earnings for the day,"A way to have buttons available for use, sometimes it is necessary to click on the I or E letters on the keyboard.",0.6
show projected earnings for the day,Tutorials on how to expand efficiency and expand your earnings,2.4
show projected earnings for the day,"collaborate with other users to rate requesters, surveys, etc. ",0.4
autosave progress on any longer hit in case of phone shutdown or loss of signal.,"Allow workers to resubmit certain HITS that have been rejected due to minor oversight, technical issues, or confusion about the HIT.",1.4
autosave progress on any longer hit in case of phone shutdown or loss of signal.,The ability to find the requester that I enjoy doing. It is hard to find the requester that a user worked and loved working with. It will be great to be able to search requester by name and pull the requester up to see if they have new work or the same work available. ,0.2
should be able to review hits and requesters with ease,ability to transfer in progress work from computer to mobile and vice versa,0.8
I'd like to see notifications when a survey that meets my criteria is available. ,Getting a text sent to my phone from the app for hits. It would be easier for me to hear it and Id be able to catch the hit quicker.,2.8
"Be able to access the queue easily, because now if we return a HIT from the queue, the system kicks you out of the queue.","If there are too many words in a hit it may become difficult to read, it must be easy to zoom in and out while working on a hit.",2.2
"Ability to set weekly, daily goals regarding HITS and earnings",The HITs available should only be displayed if you are qulaified.,0.25
notification/warning for hits that require a lot of data download/upload to keep users from overusing any data plan they subscribe to. maybe ability to only accept certain hits if connected to wifi or set a data transfer limit for each worker.,"Make the app so HITs are mostly done in frame. This way it does away with the need to cut and paste survey codes. The HITs in frame would be tied to our Mturk IDs and make submitting the HIT easier, as well as less chance to submitted the wrong code.",1.1666666666666667
"An option to filter out non-mobile-viable surveys and tasks. Especially Inquisit--these tasks don't work well, or at all, on mobile devices.","Include built in user review feature for requesters so that workers aren't forced to rely on unreliable, and cumbersome, third party review site.",1.4
Keep the Worker ID in an easy place to copy and paste for survey's as needed. ,"The ability to see which HITs you've worked on in the past, like HIT Database.",1.3333333333333333
Keep the Worker ID in an easy place to copy and paste for survey's as needed. ,"Amazon mandated specifications and standards for mobile specific, and mobile available, HITs.",0.0
mobile centric UI designs and layout,keep the design and layout simple and clean,2.4
Easy navigation to get from the dashboard to the HITS Que would also be very helpful. I seem to go back and forth between these two screens quite often. ,A built in third party Script Browser that could be accessed from mobile devices. This would make installing certain phone scripts with push notifications a viable option for those wanting to work from their phones.,2.0
It would be nice to have a TO displayed so we don't have to go out of the app to look for the requester's reputation.,A FAQ for newbies to the mturk platform. Most newer users do not understand Mturk as-is so this would be helpful. Just tips on what times/days are best for turking. Hints from other users on the platform.,2.2
I'd also like to see notifications when I have surveys or HITS that match criteria that I have set up. ,"filterable flags for types of hits that work best on different mobile platforms and preferences (some won't write on mobile, others can't use audio etc.)",2.0
I'd also like to see notifications when I have surveys or HITS that match criteria that I have set up. ,"An option to filter out non-mobile-viable surveys and tasks. Especially Inquisit--these tasks don't work well, or at all, on mobile devices.",3.4
The timer in the HIT needs to be very visible.,"Eliminate the 'transfer to Amazon.com giftcard balance button' from the mobile app, since it's so easy to accidentally select that on a smaller device.",1.0
The description should be readily visible to get an idea of what it entails.,Have setting for text and push notifications when HITs matching a set criteria are posted. For example a certain requester or a set minimum reward.,0.6
screen capture/sharing capability to allow workers to ask questions or note technical problems with a hit,"Have a separate 'workspace' as an alternative to the dashboard that only has features related to current work, for a less cluttered 'home' view.",2.0
